% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:17:DF:AA:9E:C0 -48

18 5
00:23:EB:0A:C0:35 -63
00:25:84:22:EF:70 -66
00:23:EB:0B:50:50 -84
00:21:55:60:EA:73 -83
00:21:55:60:EA:74 -85
00:23:EB:3A:13:20 -84
00:21:55:60:EA:75 -84
00:23:EB:0A:BE:25 -80
00:21:55:60:EA:76 -84
00:27:19:D6:F9:14 -69
00:23:EB:0A:C1:E0 -76
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C3 -48
00:23:EB:3A:14:30 -81
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:3A:15:00 -35

5 5
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C2 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49
00:27:19:D6:F9:14 -74

14 5
00:27:19:D6:F9:14 -81
00:14:78:ED:5B:D0 -87
00:23:EB:3A:13:20 -84
00:23:EB:0A:C1:E0 -87
00:25:84:22:EF:70 -55
00:21:55:60:EA:72 -84
00:17:DF:AA:9E:C3 -48
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C2 -49
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:CC:95 -83
00:23:EB:0A:C0:35 -64

5 5
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48
00:27:19:D6:F9:14 -77

14 5
00:27:19:D6:F9:14 -70
00:21:55:60:EA:71 -84
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -66
00:17:DF:AA:9E:C3 -48
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C2 -48
00:23:EB:3A:15:00 -36
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:C0:35 -66
00:23:EB:3A:14:30 -83
00:25:84:23:00:10 -83

14 5
00:27:19:D6:F9:14 -70
00:21:55:60:EA:71 -84
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -66
00:17:DF:AA:9E:C3 -48
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C2 -48
00:23:EB:3A:15:00 -36
00:21:55:60:EA:76 -81
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:C0:35 -66
00:23:EB:3A:14:30 -83
00:25:84:23:00:10 -83

4 5
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C2 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49

15 5
00:25:84:22:FF:90 -85
00:27:19:D6:F9:14 -69
00:23:EB:3A:13:20 -84
00:23:EB:0A:C1:E0 -78
00:21:55:60:EA:72 -84
00:17:DF:AA:9E:C3 -49
00:23:EB:0B:50:60 -76
00:23:EB:3A:15:00 -31
00:17:DF:AA:9E:C2 -49
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C0:35 -52
00:23:EB:3A:14:30 -80
00:25:84:22:F5:D5 -83

5 5
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C2 -49
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49
00:27:19:D6:F9:14 -76

15 5
00:23:EB:3A:13:21 -85
00:27:19:D6:F9:14 -71
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -53
00:21:55:60:EA:73 -84
00:17:DF:AA:9E:C3 -48
00:23:EB:0B:50:60 -78
00:23:EB:3A:15:00 -36
00:17:DF:AA:9E:C2 -49
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:BE:25 -83
00:23:EB:0A:C0:35 -69
00:23:EB:0B:50:50 -85

3 5
00:17:DF:AA:9E:C2 -46
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C0 -46

15 5
00:27:19:D6:F9:14 -81
00:23:EB:3A:13:20 -85
00:23:EB:0A:C1:E0 -78
00:25:84:22:EF:70 -66
00:21:55:60:EA:73 -84
00:21:55:60:EA:74 -83
00:23:EB:3A:15:00 -36
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -46
00:21:55:60:EA:76 -83
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C0 -46
00:23:EB:0A:C0:35 -71
00:23:EB:0B:50:50 -85
00:25:84:23:00:10 -84

15 5
00:27:19:D6:F9:14 -81
00:23:EB:3A:13:20 -85
00:23:EB:0A:C1:E0 -78
00:25:84:22:EF:70 -66
00:21:55:60:EA:73 -84
00:21:55:60:EA:74 -83
00:23:EB:3A:15:00 -36
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -46
00:21:55:60:EA:76 -83
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C0 -46
00:23:EB:0A:C0:35 -71
00:23:EB:0B:50:50 -85
00:25:84:23:00:10 -84

4 5
00:17:DF:AA:9E:C3 -46
00:17:DF:AA:9E:C2 -46
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -46

16 5
00:23:EB:3A:13:21 -85
00:27:19:D6:F9:14 -66
00:23:EB:0A:C1:E0 -55
00:25:84:22:EF:70 -55
00:17:DF:AA:9E:C3 -46
00:23:EB:0A:BF:50 -77
00:17:DF:AA:9E:C2 -46
00:23:EB:3A:15:00 -39
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -46
00:23:EB:0A:BE:25 -85
00:23:EB:0A:CC:95 -83
00:23:EB:0A:C0:35 -62
00:23:EB:3A:14:30 -80
00:25:84:22:F5:D5 -83
00:23:EB:0B:50:50 -85

4 5
00:17:DF:AA:9E:C3 -48
00:17:DF:AA:9E:C2 -46
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48

16 5
00:27:19:D6:F9:14 -70
00:23:EB:3A:13:20 -84
00:25:84:22:EF:70 -52
00:21:55:60:EA:73 -83
00:17:DF:AA:9E:C3 -48
00:21:55:60:EA:74 -83
00:23:EB:3A:15:00 -78
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C2 -46
00:21:55:60:EA:76 -84
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:CC:95 -84
00:23:EB:0A:C0:35 -64
00:25:84:22:F5:D5 -81
00:25:84:23:00:10 -84

4 6
00:17:DF:AA:9E:C3 -53
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -53

4 6
00:17:DF:AA:9E:C3 -46
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C0 -46

10 6
00:27:19:D6:F9:14 -73
00:23:EB:0A:C1:E0 -77
00:25:84:22:EF:70 -74
00:17:DF:AA:9E:C3 -46
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C2 -48
00:23:EB:3A:15:00 -42
00:17:DF:AA:9E:C1 -46
00:17:DF:AA:9E:C0 -46
00:23:EB:0A:C0:35 -63

4 6
00:17:DF:AA:9E:C3 -62
00:17:DF:AA:9E:C2 -49
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -49

10 6
00:27:19:D6:F9:14 -67
00:23:EB:0A:C1:E0 -57
00:25:84:22:EF:70 -53
00:17:DF:AA:9E:C3 -62
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -49
00:23:EB:3A:15:00 -39
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C0:35 -69

4 6
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -53

11 6
00:23:EB:3A:13:21 -81
00:27:19:D6:F9:14 -78
00:23:EB:0A:C1:E0 -83
00:25:84:22:EF:70 -59
00:17:DF:AA:9E:C3 -52
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C2 -53
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -53
00:23:EB:0A:C0:35 -69

11 6
00:23:EB:3A:13:21 -81
00:27:19:D6:F9:14 -78
00:23:EB:0A:C1:E0 -83
00:25:84:22:EF:70 -59
00:17:DF:AA:9E:C3 -52
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C2 -53
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -53
00:23:EB:0A:C0:35 -69

4 6
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C2 -57
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -59

10 6
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -66
00:25:84:22:EF:70 -56
00:17:DF:AA:9E:C3 -59
00:23:EB:0A:BF:50 -81
00:17:DF:AA:9E:C2 -57
00:23:EB:3A:15:00 -43
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -59
00:23:EB:0A:C0:35 -76

4 6
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C2 -52
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -52

10 6
00:27:19:D6:F9:14 -66
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -53
00:17:DF:AA:9E:C3 -52
00:23:EB:0A:BF:50 -81
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -35
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -52
00:23:EB:0A:C0:35 -73

4 6
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C2 -48
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -48

10 6
00:14:78:ED:5B:D0 -84
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -53
00:17:DF:AA:9E:C3 -49
00:23:EB:0A:BF:50 -73
00:17:DF:AA:9E:C2 -48
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:C0:35 -69

10 6
00:14:78:ED:5B:D0 -84
00:23:EB:0A:C1:E0 -60
00:25:84:22:EF:70 -53
00:17:DF:AA:9E:C3 -49
00:23:EB:0A:BF:50 -73
00:17:DF:AA:9E:C2 -48
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C1 -49
00:17:DF:AA:9E:C0 -48
00:23:EB:0A:C0:35 -69

4 6
00:17:DF:AA:9E:C3 -50
00:17:DF:AA:9E:C2 -50
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50

13 6
00:27:19:D6:F9:14 -67
00:14:78:ED:5B:D0 -84
00:23:EB:0A:C1:E0 -81
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0B:50:60 -76
00:23:EB:3A:15:00 -41
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -50
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -81
00:23:EB:3A:14:30 -81

4 6
00:17:DF:AA:9E:C3 -66
00:17:DF:AA:9E:C2 -66
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -50

9 6
00:27:19:D6:F9:14 -81
00:14:78:ED:5B:D0 -84
00:23:EB:0A:C1:E0 -81
00:17:DF:AA:9E:C3 -66
00:17:DF:AA:9E:C2 -66
00:23:EB:3A:15:00 -69
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -57

4 6
00:17:DF:AA:9E:C3 -49
00:17:DF:AA:9E:C2 -49
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -49

14 6
00:23:EB:3A:13:21 -85
00:27:19:D6:F9:14 -70
00:14:78:ED:5B:D0 -85
00:23:EB:3A:13:20 -87
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -52
00:17:DF:AA:9E:C3 -49
00:23:EB:3A:15:00 -38
00:17:DF:AA:9E:C2 -49
00:23:EB:0A:BF:50 -83
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C0:35 -73
00:25:84:23:00:10 -87

14 6
00:23:EB:3A:13:21 -85
00:27:19:D6:F9:14 -70
00:14:78:ED:5B:D0 -85
00:23:EB:3A:13:20 -87
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -52
00:17:DF:AA:9E:C3 -49
00:23:EB:3A:15:00 -38
00:17:DF:AA:9E:C2 -49
00:23:EB:0A:BF:50 -83
00:17:DF:AA:9E:C1 -48
00:17:DF:AA:9E:C0 -49
00:23:EB:0A:C0:35 -73
00:25:84:23:00:10 -87

2 6
00:17:DF:AA:9E:C2 -45
00:17:DF:AA:9E:C1 -46

8 6
00:23:EB:3A:15:00 -76
00:14:78:ED:5B:D0 -85
00:17:DF:AA:9E:C2 -45
00:17:DF:AA:9E:C1 -46
00:25:84:22:EF:70 -56
00:23:EB:0A:C0:35 -76
00:23:EB:0A:BF:50 -78
00:27:19:D6:F9:14 -81

4 6
00:17:DF:AA:9E:C3 -46
00:17:DF:AA:9E:C2 -45
00:17:DF:AA:9E:C1 -45
00:17:DF:AA:9E:C0 -46

4 6
00:17:DF:AA:9E:C3 -53
00:17:DF:AA:9E:C2 -52
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -53

4 6
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C2 -55
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -55

11 6
00:27:19:D6:F9:14 -70
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -63
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -55
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -55
00:23:EB:3A:15:00 -45
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -55
00:23:EB:0A:C0:35 -66

4 6
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C2 -52
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -52

9 6
00:14:78:ED:5B:D0 -87
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -52
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -31
00:17:DF:AA:9E:C1 -52
00:17:DF:AA:9E:C0 -52
00:23:EB:0A:C0:35 -67
00:23:EB:3A:14:30 -76

4 6
00:17:DF:AA:9E:C3 -50
00:17:DF:AA:9E:C2 -52
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

12 6
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -62
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -50
00:23:EB:0A:BF:50 -85
00:17:DF:AA:9E:C2 -52
00:23:EB:3A:15:00 -81
00:17:DF:AA:9E:C1 -50
00:17:DF:AA:9E:C0 -50
00:23:EB:0A:C0:35 -69
00:23:EB:3A:14:30 -77

5 6
00:17:DF:AA:9E:C3 -53
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -53
00:27:19:D6:F9:14 -84

10 6
00:27:19:D6:F9:14 -74
00:23:EB:0A:C1:E0 -66
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -53
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -53
00:23:EB:3A:15:00 -32
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -53
00:23:EB:0A:C0:35 -73

4 6
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C2 -56
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -56

10 6
00:27:19:D6:F9:14 -73
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -52
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C2 -56
00:23:EB:3A:15:00 -38
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -56
00:23:EB:0A:C0:35 -71

4 6
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C2 -55
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -56

10 6
00:27:19:D6:F9:14 -74
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -78
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -59
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -55
00:23:EB:3A:15:00 -31
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -56

10 6
00:27:19:D6:F9:14 -74
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -78
00:25:84:22:EF:70 -50
00:17:DF:AA:9E:C3 -59
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -55
00:23:EB:3A:15:00 -31
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -56

4 6
00:17:DF:AA:9E:C3 -55
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -55

12 6
00:27:19:D6:F9:14 -78
00:14:78:ED:5B:D0 -87
00:23:EB:0A:C1:E0 -76
00:25:84:22:EF:70 -83
00:17:DF:AA:9E:C3 -55
00:23:EB:0A:BF:50 -80
00:17:DF:AA:9E:C2 -53
00:23:EB:3A:15:00 -39
00:17:DF:AA:9E:C1 -53
00:17:DF:AA:9E:C0 -55
00:23:EB:0A:C0:35 -71
00:23:EB:3A:14:30 -80

4 7
00:17:DF:AA:9E:C3 -53
00:17:DF:AA:9E:C2 -55
00:17:DF:AA:9E:C1 -55
00:17:DF:AA:9E:C0 -55

4 7
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -81
00:17:DF:AA:9E:C0 -53

4 7
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -53
00:17:DF:AA:9E:C1 -81
00:17:DF:AA:9E:C0 -53

4 7
00:17:DF:AA:9E:C3 -56
00:17:DF:AA:9E:C2 -57
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

4 7
00:17:DF:AA:9E:C3 -56
00:17:DF:AA:9E:C2 -57
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

4 7
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C2 -59
00:17:DF:AA:9E:C1 -60
00:17:DF:AA:9E:C0 -59

4 7
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C2 -59
00:17:DF:AA:9E:C1 -60
00:17:DF:AA:9E:C0 -59

12 7
00:27:19:D6:F9:14 -70
00:14:78:ED:5B:D0 -83
00:23:EB:0A:C1:E0 -81
00:21:55:60:EA:73 -80
00:17:DF:AA:9E:C3 -60
00:21:55:60:EA:74 -81
00:23:EB:3A:15:00 -41
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C2 -59
00:17:DF:AA:9E:C1 -60
00:17:DF:AA:9E:C0 -59
00:23:EB:0A:C0:35 -71

4 7
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C2 -59
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

12 7
00:27:19:D6:F9:14 -70
00:14:78:ED:5B:D0 -81
00:23:EB:0A:C1:E0 -67
00:25:84:22:EF:70 -64
00:21:55:60:EA:73 -78
00:17:DF:AA:9E:C3 -60
00:23:EB:3A:15:00 -38
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C2 -59
00:21:55:60:EA:76 -78
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

4 7
00:17:DF:AA:9E:C3 -57
00:17:DF:AA:9E:C2 -69
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

11 7
00:27:19:D6:F9:14 -70
00:23:EB:0A:C1:E0 -80
00:25:84:22:EF:70 -66
00:21:55:60:EA:73 -83
00:17:DF:AA:9E:C3 -57
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C2 -69
00:23:EB:3A:15:00 -41
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57
00:23:EB:0A:C0:35 -70

4 7
00:17:DF:AA:9E:C3 -57
00:17:DF:AA:9E:C2 -60
00:17:DF:AA:9E:C1 -56
00:17:DF:AA:9E:C0 -56

11 7
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -83
00:23:EB:0A:C1:E0 -67
00:25:84:22:EF:70 -63
00:21:55:60:EA:73 -81
00:17:DF:AA:9E:C3 -57
00:21:55:60:EA:74 -80
00:23:EB:3A:15:00 -41
00:17:DF:AA:9E:C2 -60
00:17:DF:AA:9E:C1 -56
00:17:DF:AA:9E:C0 -56

12 7
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -83
00:23:EB:0A:C1:E0 -67
00:25:84:22:EF:70 -63
00:21:55:60:EA:73 -81
00:17:DF:AA:9E:C3 -57
00:21:55:60:EA:74 -80
00:23:EB:3A:15:00 -41
00:17:DF:AA:9E:C2 -60
00:17:DF:AA:9E:C1 -56
00:17:DF:AA:9E:C0 -56
00:23:EB:0A:C0:35 -83

4 7
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C2 -81
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57

12 7
00:27:19:D6:F9:14 -70
00:21:55:60:EA:70 -81
00:23:EB:0A:C1:E0 -66
00:25:84:22:EF:70 -55
00:17:DF:AA:9E:C3 -59
00:21:55:60:EA:74 -80
00:23:EB:3A:15:00 -38
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C2 -81
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -57
00:23:EB:0A:C0:35 -81

4 7
00:17:DF:AA:9E:C3 -60
00:17:DF:AA:9E:C2 -62
00:17:DF:AA:9E:C1 -78
00:17:DF:AA:9E:C0 -59

11 7
00:27:19:D6:F9:14 -81
00:14:78:ED:5B:D0 -85
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -64
00:17:DF:AA:9E:C3 -60
00:23:EB:0A:BF:50 -80
00:17:DF:AA:9E:C2 -62
00:23:EB:3A:15:00 -45
00:17:DF:AA:9E:C1 -78
00:17:DF:AA:9E:C0 -59
00:23:EB:0A:C0:35 -69

4 7
00:17:DF:AA:9E:C3 -59
00:17:DF:AA:9E:C2 -59
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -60

11 7
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -81
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -63
00:17:DF:AA:9E:C3 -59
00:23:EB:0A:BF:50 -77
00:17:DF:AA:9E:C2 -59
00:23:EB:3A:15:00 -38
00:17:DF:AA:9E:C1 -57
00:17:DF:AA:9E:C0 -60
00:23:EB:0A:C0:35 -78

11 7
00:27:19:D6:F9:14 -71
00:14:78:ED:5B:D0 -81
00:23:EB:0A:C1:E0 -69
00:25:84:22:EF:70 -63
00:17:DF:AA:9E:C3 -59
00:23:EB:0A:BF:50 -77
00:17:DF:AA:9E:C2 -59
00:23:EB:3A:15:00 -38
