% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:23:EB:3A:0F:00 -74
00:25:84:23:1D:D0 -80

20 96
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -70
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -71
00:25:84:23:1B:B0 -80
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -34
00:02:2D:54:F0:FA -68
00:23:EB:3A:12:20 -50
00:25:84:23:1B:B1 -81
00:25:84:23:1C:70 -72
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -68
00:23:EB:3A:17:60 -82
00:23:EB:0B:51:55 -76
00:23:EB:0B:51:85 -54
00:23:EB:3A:0F:00 -74
00:25:84:23:1D:D0 -80

18 96
00:23:EB:3A:11:D0 -71
00:18:39:CC:77:46 -48
00:23:EB:3A:13:F0 -71
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -70
00:17:DF:AA:9B:A1 -70
00:25:84:23:1C:71 -78
00:23:EB:3A:10:90 -42
00:23:EB:3A:12:20 -48
00:23:EB:3A:05:00 -70
00:23:EB:0B:52:00 -72
00:23:EB:3A:10:50 -57
00:23:EB:3A:17:60 -70
00:23:EB:0B:51:55 -68
00:23:EB:0B:51:85 -56
00:23:EB:3A:0F:00 -76
00:25:84:23:1D:D0 -75

19 96
00:18:39:CC:77:46 -42
00:23:EB:3A:13:F0 -71
00:23:EB:3A:11:D0 -65
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -71
00:17:DF:AA:9B:A1 -71
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -50
00:23:EB:3A:12:20 -48
00:23:EB:3A:05:00 -70
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -70
00:23:EB:3A:17:60 -69
00:23:EB:0B:51:85 -56
00:23:EB:3A:0F:00 -75
00:23:EB:3A:17:A0 -72
00:25:84:23:1D:D0 -73

17 96
00:18:39:CC:77:46 -47
00:23:EB:3A:13:F0 -80
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -70
00:17:DF:AA:9B:A0 -71
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -33
00:23:EB:3A:12:20 -47
00:23:EB:0B:52:00 -75
00:25:84:23:1B:B1 -80
00:23:EB:3A:05:00 -80
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:55 -71
00:23:EB:0B:51:85 -56
00:23:EB:3A:0F:00 -73
00:23:EB:3A:17:A0 -76
00:25:84:23:1D:D0 -78

19 97
00:18:39:CC:77:46 -48
00:23:EB:3A:13:F0 -81
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -71
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -33
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -80
00:23:EB:0B:52:00 -75
00:23:EB:3A:05:00 -80
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -80
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -58
00:23:EB:3A:0F:00 -71
00:23:EB:3A:17:A0 -76
00:25:84:23:1D:D0 -74

18 97
00:18:39:CC:77:46 -55
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9E:C0 -80
00:17:DF:AA:9B:A0 -67
00:23:EB:0A:BF:50 -79
00:23:EB:3A:10:90 -36
00:25:84:23:1C:71 -81
00:23:EB:3A:12:20 -47
00:23:EB:0B:52:00 -74
00:25:84:23:1C:70 -83
00:23:EB:3A:11:30 -70
00:17:DF:AA:9E:C3 -79
00:23:EB:0B:51:85 -52
00:17:DF:AA:9E:C1 -79
00:17:DF:AA:9E:C2 -79
00:23:EB:3A:0F:00 -70
00:23:EB:3A:17:A0 -76

19 97
00:23:EB:3A:11:D0 -71
00:18:39:CC:77:46 -56
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -65
00:17:DF:AA:9E:C0 -74
00:17:DF:AA:9B:A0 -64
00:23:EB:0A:BF:50 -73
00:23:EB:3A:10:90 -35
00:25:84:23:1C:71 -82
00:23:EB:3A:12:20 -46
00:23:EB:0B:52:00 -71
00:25:84:23:1C:70 -83
00:23:EB:3A:11:30 -74
00:17:DF:AA:9E:C3 -74
00:23:EB:0B:51:85 -52
00:17:DF:AA:9E:C1 -79
00:17:DF:AA:9E:C2 -74
00:23:EB:3A:0F:00 -70
00:23:EB:3A:17:A0 -70

18 97
00:18:39:CC:77:46 -60
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -65
00:17:DF:AA:9E:C0 -79
00:23:EB:0A:BF:50 -65
00:25:84:23:1C:71 -82
00:23:EB:3A:10:90 -40
00:23:EB:3A:12:20 -47
00:23:EB:3A:05:00 -82
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -61
00:17:DF:AA:9E:C3 -76
00:23:EB:3A:17:60 -82
00:23:EB:0B:51:85 -54
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C2 -73
00:23:EB:3A:17:A0 -77

16 97
00:23:EB:3A:11:D0 -70
00:18:39:CC:77:46 -61
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9E:C0 -81
00:17:DF:AA:9B:A0 -65
00:25:84:23:1C:71 -82
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -47
00:25:84:23:1C:70 -82
00:17:DF:AA:9E:C3 -78
00:23:EB:3A:17:60 -82
00:23:EB:0B:51:85 -50
00:17:DF:AA:9E:C1 -75
00:17:DF:AA:9E:C2 -75
00:23:EB:3A:17:A0 -73

20 97
00:23:EB:3A:11:D0 -70
00:18:39:CC:77:46 -64
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A0 -67
00:23:EB:0B:4D:A1 -80
00:25:84:23:1C:71 -76
00:23:EB:3A:10:90 -35
00:23:EB:3A:12:20 -47
00:23:EB:0B:4D:A0 -82
00:25:84:23:1C:70 -79
00:23:EB:3A:10:50 -64
00:17:DF:AA:9E:C3 -82
00:23:EB:3A:17:60 -82
00:23:EB:0B:51:85 -52
00:17:DF:AA:9E:C1 -74
00:17:DF:AA:9E:C2 -72
00:25:84:23:1D:D0 -79
00:23:EB:3A:17:A0 -73

17 97
00:18:39:CC:77:46 -63
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -71
00:17:DF:AA:9E:C0 -72
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:BF:50 -71
00:23:EB:3A:10:90 -40
00:23:EB:3A:12:20 -49
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -57
00:23:EB:3A:11:30 -68
00:17:DF:AA:9E:C3 -70
00:17:DF:AA:9E:C1 -73
00:23:EB:0B:51:85 -54
00:17:DF:AA:9E:C2 -71
00:25:84:23:1D:D0 -78

18 97
00:23:EB:3A:11:D0 -72
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -68
00:17:DF:AA:9E:C0 -82
00:17:DF:AA:9B:A1 -70
00:23:EB:0A:BF:50 -71
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -58
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -63
00:23:EB:3A:11:30 -66
00:17:DF:AA:9E:C3 -74
00:17:DF:AA:9E:C1 -75
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C2 -72
00:25:84:23:1D:D0 -78

18 97
00:23:EB:3A:11:D0 -72
00:18:39:CC:77:46 -72
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -68
00:17:DF:AA:9E:C0 -72
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:BF:50 -71
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -58
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -63
00:23:EB:3A:11:30 -66
00:17:DF:AA:9E:C3 -75
00:17:DF:AA:9E:C1 -75
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C2 -75
00:25:84:23:1D:D0 -78

18 97
00:23:EB:3A:11:D0 -72
00:18:39:CC:77:46 -72
00:17:DF:AA:9B:A2 -68
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -68
00:17:DF:AA:9E:C0 -72
00:17:DF:AA:9B:A1 -71
00:23:EB:0A:BF:50 -71
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -58
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -63
00:23:EB:3A:11:30 -66
00:17:DF:AA:9E:C3 -75
00:17:DF:AA:9E:C1 -75
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C2 -75
00:25:84:23:1D:D0 -78

16 98
00:18:39:CC:77:46 -46
00:17:DF:AA:9B:A2 -58
00:17:DF:AA:9B:A3 -58
00:17:DF:AA:9E:C0 -77
00:17:DF:AA:9B:A0 -58
00:17:DF:AA:9B:A1 -59
00:23:EB:0A:BF:50 -68
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -49
00:23:EB:0B:52:00 -70
00:23:EB:3A:11:30 -68
00:17:DF:AA:9E:C3 -77
00:23:EB:3A:17:60 -84
00:17:DF:AA:9E:C1 -76
00:23:EB:0B:51:85 -58
00:17:DF:AA:9E:C2 -77

18 98
00:18:39:CC:77:46 -60
00:17:DF:AA:9B:A2 -63
00:17:DF:AA:9B:A3 -58
00:17:DF:AA:9B:A0 -59
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A1 -59
00:23:EB:0A:BF:50 -68
00:25:84:23:1C:71 -76
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -44
00:23:EB:0B:52:00 -70
00:23:EB:3A:11:30 -68
00:17:DF:AA:9E:C3 -73
00:23:EB:3A:17:60 -84
00:23:EB:0B:51:85 -60
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C2 -76
00:25:84:23:1D:D0 -67

19 98
00:18:39:CC:77:46 -52
00:17:DF:AA:9B:A2 -58
00:17:DF:AA:9B:A3 -58
00:17:DF:AA:9B:A0 -59
00:17:DF:AA:9E:C0 -76
00:17:DF:AA:9B:A1 -59
00:23:EB:0A:BF:50 -68
00:25:84:23:1C:71 -76
00:23:EB:3A:10:90 -37
00:23:EB:3A:12:20 -50
00:23:EB:0B:52:00 -70
00:23:EB:3A:11:30 -68
00:17:DF:AA:9E:C3 -76
00:23:EB:0B:51:55 -75
00:23:EB:3A:17:60 -84
00:23:EB:0B:51:85 -52
00:17:DF:AA:9E:C1 -76
00:17:DF:AA:9E:C2 -77
00:25:84:23:1D:D0 -67

18 98
00:18:39:CC:77:46 -60
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -59
00:17:DF:AA:9B:A0 -57
00:17:DF:AA:9E:C0 -74
00:17:DF:AA:9B:A1 -65
00:23:EB:3A:10:90 -61
00:23:EB:3A:12:20 -44
00:23:EB:3A:05:00 -65
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -73
00:17:DF:AA:9E:C3 -74
00:23:EB:0B:51:55 -65
00:23:EB:3A:17:60 -61
00:17:DF:AA:9E:C1 -74
00:23:EB:0B:51:85 -55
00:17:DF:AA:9E:C2 -77
00:25:84:23:1D:D0 -79

17 98
00:18:39:CC:77:46 -73
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A1 -65
00:23:EB:3A:10:90 -61
00:23:EB:3A:12:20 -44
00:23:EB:3A:05:00 -65
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -73
00:17:DF:AA:9E:C3 -73
00:23:EB:3A:17:60 -61
00:23:EB:0B:51:55 -65
00:23:EB:0B:51:85 -55
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C2 -73
00:25:84:23:1D:D0 -79

17 98
00:18:39:CC:77:46 -73
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A1 -65
00:23:EB:3A:10:90 -61
00:23:EB:3A:12:20 -44
00:23:EB:3A:05:00 -65
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -73
00:17:DF:AA:9E:C3 -75
00:23:EB:3A:17:60 -61
00:23:EB:0B:51:55 -65
00:23:EB:0B:51:85 -55
00:17:DF:AA:9E:C1 -74
00:17:DF:AA:9E:C2 -77
00:25:84:23:1D:D0 -79

18 98
00:18:39:CC:77:46 -47
00:17:DF:AA:9B:A2 -58
00:17:DF:AA:9B:A3 -58
00:17:DF:AA:9B:A0 -57
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A1 -61
00:23:EB:3A:10:90 -36
00:23:EB:3A:12:20 -49
00:23:EB:3A:05:00 -65
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -73
00:17:DF:AA:9E:C3 -75
00:23:EB:3A:17:60 -61
00:23:EB:0B:51:55 -75
00:23:EB:0B:51:85 -58
00:17:DF:AA:9E:C1 -76
00:17:DF:AA:9E:C2 -77
00:25:84:23:1D:D0 -79

17 98
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -58
00:17:DF:AA:9B:A3 -57
00:17:DF:AA:9B:A0 -58
00:17:DF:AA:9E:C0 -77
00:23:EB:0A:BF:50 -71
00:23:EB:3A:10:90 -35
00:23:EB:3A:12:20 -44
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -61
00:17:DF:AA:9E:C3 -77
00:23:EB:3A:17:60 -85
00:23:EB:0B:51:55 -74
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C1 -77
00:17:DF:AA:9E:C2 -77
00:25:84:23:1D:D0 -79

20 98
00:23:EB:3A:11:D0 -65
00:18:39:CC:77:46 -59
00:17:DF:AA:9B:A2 -59
00:17:DF:AA:9B:A3 -59
00:17:DF:AA:9B:A0 -60
00:17:DF:AA:9E:C0 -72
00:23:EB:0A:BF:50 -69
00:23:EB:3A:10:90 -34
00:23:EB:3A:12:20 -44
00:23:EB:3A:05:00 -82
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -61
00:17:DF:AA:9E:C3 -77
00:23:EB:0B:51:55 -75
00:23:EB:3A:17:60 -85
00:23:EB:0B:51:85 -58
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C2 -77
00:23:EB:3A:17:A0 -70
00:25:84:23:1D:D0 -79

20 98
00:23:EB:3A:11:D0 -65
00:18:39:CC:77:46 -55
00:17:DF:AA:9B:A2 -58
00:17:DF:AA:9B:A3 -58
00:17:DF:AA:9B:A0 -59
00:17:DF:AA:9E:C0 -76
00:23:EB:0A:BF:50 -69
00:23:EB:3A:10:90 -35
00:23:EB:3A:12:20 -49
00:23:EB:3A:05:00 -82
00:23:EB:0B:52:00 -71
00:23:EB:3A:10:50 -61
00:17:DF:AA:9E:C3 -75
00:23:EB:0B:51:55 -75
00:23:EB:3A:17:60 -85
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C1 -75
00:17:DF:AA:9E:C2 -75
00:23:EB:3A:17:A0 -69
00:25:84:23:1D:D0 -79

16 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -49
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A1 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -44
00:23:EB:3A:12:20 -53
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -74
00:25:84:23:1C:70 -81
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -68
00:23:EB:0B:51:55 -71
00:23:EB:0B:51:85 -61
00:23:EB:3A:0F:00 -75

16 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -52
00:17:DF:AA:9B:A2 -64
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A1 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -42
00:23:EB:3A:12:20 -46
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -74
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -56
00:23:EB:3A:11:30 -70
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -61
00:23:EB:3A:0F:00 -76

17 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -53
00:17:DF:AA:9B:A2 -64
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -65
00:17:DF:AA:9B:A1 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -35
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -56
00:23:EB:3A:11:30 -70
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -60
00:23:EB:3A:0F:00 -73

17 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -53
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -66
00:17:DF:AA:9B:A1 -66
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -46
00:23:EB:3A:12:20 -47
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -69
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -60
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -52
00:23:EB:0A:C1:75 -81
00:17:DF:AA:9B:A2 -64
00:17:DF:AA:9B:A3 -64
00:17:DF:AA:9B:A0 -67
00:17:DF:AA:9B:A1 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -46
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -71
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -63
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -76
00:18:39:CC:77:46 -49
00:23:EB:0A:C1:75 -81
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -65
00:17:DF:AA:9B:A1 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -46
00:23:EB:3A:12:20 -46
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -72
00:23:EB:0B:51:55 -69
00:23:EB:0B:51:85 -63
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -72
00:23:EB:0A:C1:75 -81
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -67
00:17:DF:AA:9B:A1 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -47
00:23:EB:3A:12:20 -56
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -58
00:23:EB:3A:11:30 -72
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -59
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -49
00:23:EB:0A:C1:75 -81
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -67
00:17:DF:AA:9B:A1 -65
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -47
00:23:EB:3A:12:20 -46
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -70
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -62
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -57
00:23:EB:0A:C1:75 -81
00:17:DF:AA:9B:A2 -66
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -67
00:17:DF:AA:9B:A1 -67
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -36
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -77
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -73
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -62
00:23:EB:3A:0F:00 -73

18 93
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -49
00:23:EB:0A:C1:75 -82
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -67
00:17:DF:AA:9B:A0 -67
00:17:DF:AA:9B:A1 -67
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -47
00:23:EB:3A:12:20 -46
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -76
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -71
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -62
00:23:EB:3A:0F:00 -73

18 94
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -56
00:23:EB:0A:C1:75 -82
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -65
00:17:DF:AA:9B:A0 -56
00:17:DF:AA:9B:A1 -67
00:23:EB:0A:BF:50 -78
00:23:EB:3A:10:90 -47
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A0 -83
00:23:EB:0B:52:00 -76
00:25:84:23:1C:70 -82
00:23:EB:3A:10:50 -59
00:23:EB:3A:11:30 -71
00:23:EB:0B:51:55 -72
00:23:EB:0B:51:85 -62
00:23:EB:3A:0F:00 -73

18 94
00:23:EB:3A:11:D0 -72
00:18:39:CC:77:46 -56
00:17:DF:AA:9B:A3 -53
00:17:DF:AA:9B:A0 -57
00:23:EB:0A:BF:50 -62
00:23:EB:3A:10:90 -29
00:25:84:23:1C:71 -83
00:23:EB:3A:12:20 -51
00:23:EB:0B:52:00 -66
00:25:84:23:1C:70 -81
00:23:EB:3A:10:50 -66
00:23:EB:3A:11:30 -71
00:17:DF:AA:9E:C3 -72
00:23:EB:3A:17:60 -79
00:23:EB:0B:51:85 -46
00:17:DF:AA:9E:C1 -71
00:17:DF:AA:9E:C2 -76
00:25:84:23:1D:D0 -80

18 94
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -53
00:17:DF:AA:9B:A3 -52
00:17:DF:AA:9E:C0 -77
00:17:DF:AA:9B:A0 -53
00:23:EB:3A:10:90 -27
00:23:EB:3A:12:20 -50
00:23:EB:0B:52:00 -71
00:23:EB:3A:05:00 -83
00:23:EB:3A:10:50 -61
00:23:EB:3A:11:30 -69
00:17:DF:AA:9E:C3 -72
00:23:EB:0B:51:55 -73
00:23:EB:0B:51:85 -47
00:17:DF:AA:9E:C1 -71
00:17:DF:AA:9E:C2 -74
00:25:84:23:1D:D0 -80

19 94
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -66
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -65
00:17:DF:AA:9E:C0 -77
00:17:DF:AA:9B:A0 -61
00:23:EB:3A:10:90 -36
00:23:EB:3A:12:20 -57
00:23:EB:0B:52:00 -78
00:23:EB:3A:05:00 -83
00:23:EB:3A:10:50 -65
00:23:EB:3A:11:30 -69
00:17:DF:AA:9E:C3 -72
00:23:EB:0B:51:55 -78
00:23:EB:0B:51:85 -67
00:17:DF:AA:9E:C1 -71
00:17:DF:AA:9E:C2 -74
00:23:EB:3A:0F:00 -77
00:25:84:23:1D:D0 -80

20 94
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -67
00:17:DF:AA:9B:A2 -65
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9E:C0 -77
00:17:DF:AA:9B:A0 -67
00:23:EB:3A:10:90 -66
00:23:EB:3A:12:20 -53
00:23:EB:0B:52:00 -78
00:23:EB:3A:05:00 -83
00:23:EB:3A:10:50 -65
00:23:EB:3A:11:30 -69
00:17:DF:AA:9E:C3 -76
00:23:EB:0B:51:55 -74
00:23:EB:0B:51:85 -57
00:17:DF:AA:9E:C1 -76
00:17:DF:AA:9E:C2 -76
00:23:EB:3A:0F:00 -76
00:23:EB:3A:17:A0 -75
00:25:84:23:1D:D0 -80

18 94
00:18:39:CC:77:46 -55
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -53
00:17:DF:AA:9E:C0 -71
00:17:DF:AA:9B:A0 -55
00:17:DF:AA:9B:A1 -53
00:23:EB:0A:BF:50 -61
00:25:84:23:1C:71 -81
00:23:EB:3A:10:90 -28
00:23:EB:3A:12:20 -52
00:23:EB:3A:05:00 -82
00:23:EB:0B:52:00 -63
00:23:EB:3A:10:50 -65
00:23:EB:3A:11:30 -71
00:17:DF:AA:9E:C3 -73
00:17:DF:AA:9E:C1 -77
00:23:EB:0B:51:85 -53
00:17:DF:AA:9E:C2 -73

19 94
00:18:39:CC:77:46 -52
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -53
00:17:DF:AA:9E:C0 -78
00:17:DF:AA:9B:A0 -53
00:23:EB:0A:BF:50 -61
00:25:84:23:1C:71 -81
00:23:EB:3A:10:90 -27
00:23:EB:3A:12:20 -51
00:23:EB:3A:05:00 -82
00:23:EB:0B:52:00 -64
00:23:EB:3A:10:50 -65
00:23:EB:3A:11:30 -70
00:17:DF:AA:9E:C3 -77
00:23:EB:0B:51:85 -46
00:17:DF:AA:9E:C1 -77
00:17:DF:AA:9E:C2 -76
00:23:EB:3A:0F:00 -76
00:23:EB:3A:17:A0 -79

19 94
00:17:DF:AA:C1:22 -82
00:18:39:CC:77:46 -53
00:23:EB:3A:11:D0 -75
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -52
00:17:DF:AA:9B:A0 -51
00:23:EB:0B:4F:F5 -81
00:17:DF:AA:9E:C0 -73
00:23:EB:0A:BF:50 -65
00:25:84:23:1C:71 -84
00:23:EB:3A:10:90 -31
00:23:EB:3A:12:20 -48
00:23:EB:0B:52:00 -74
00:23:EB:3A:10:50 -59
00:17:DF:AA:9E:C3 -76
00:23:EB:0B:51:85 -51
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C2 -77
00:23:EB:3A:0F:00 -77

16 94
00:17:DF:AA:C1:23 -82
00:18:39:CC:77:46 -60
00:17:DF:AA:9B:A2 -52
00:17:DF:AA:9B:A3 -52
00:17:DF:AA:9E:C0 -73
00:17:DF:AA:9B:A0 -52
00:23:EB:3A:10:90 -26
00:23:EB:0B:52:00 -63
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -70
00:17:DF:AA:9E:C3 -73
00:23:EB:0B:51:55 -79
00:17:DF:AA:9E:C1 -76
00:23:EB:0B:51:85 -49
00:17:DF:AA:9E:C2 -74
